cancion_id,titulo,artista_id,album,duracion_seg,anio_lanzamiento
514,Precisamente Pedro Capaz Sola,94,Sol Frente Algún,208,2024
515,Pasó Mesa Pensar Contra,198,Militar,128,2018
516,Nuevo,4,Mercado Después,230,2001
517,Político,102,Noviembre Ver Considera,266,2020
518,Siempre Sabía Buenos Tendrá,109,Deben Nombre Cuerpo,325,2002
519,Donde Modo,72,General,278,2002
520,Cuarto Desde,40,Alto Ambos Aquí,287,2012
521,Espacio,80,Figura Interior Alguien,343,2023
522,Año Sigue,15,Considera,164,2013
523,Superior,117,Viejo Puedo Sea,148,2009
524,Cada Solución,31,Manos,190,2022
525,Lo,42,Tuvo Marzo,297,2016
526,E Embargo Zona,43,Consecuencia Queda,184,2023
527,Pp Sí Podemos,188,Pueda,135,2010
528,Aparece Especie Salud Resulta,70,Importantes Principio Sólo,152,2008
529,Buena,128,Aún Manera,381,2011
530,Quería,128,Palabra Particular Televisión,205,2011
531,Línea Director,66,Según,413,2021
532,Mi,59,Tema Resto Investigación,380,2000
533,Yo,4,Único,143,2015
534,El Durante Suerte,99,República,211,2001
535,Cantidad Nuestro Sus Partido,58,Aquel Esa,247,2013
536,Ocasiones Llegar Hijo,70,Economía,412,2011
537,Asimismo,129,Sur Ella Conjunto,146,2005
538,Cosas Considera,133,Interior,325,2002
539,Ciudad Era Mediante Muerte,73,Democracia Manuel,287,2002
540,Debe Diario Gran Existencia,3,Pasó Idea,222,2009
541,Estuvo Guerra Así,190,Saber Recursos Peor,244,2014
542,Puedo Obstante Pedro,152,Cambio Dicho,220,2023
543,Comisión Salida,39,Cuando,329,2000
544,Carácter Busca,139,Felipe Existen,124,2010
545,Ayuda,195,Entonces Martín Consejo,312,2023
546,Martín Aquí Bajo,27,Cuatro,391,2007
547,Mucho Relaciones Vuelve Siendo,126,Ocasiones,192,2022
548,Formas Período Problemas,24,Corte,238,2016
549,Principales Cuestión Tan Cuya,180,Seguir Asunto,354,2023
550,Época,149,Futuro,378,2004
551,Asimismo Por I Respuesta,20,Práctica Poco Días,410,2001
552,Sol B Buscar Mundo,170,Nada,241,2009
553,Contrario Mundo María,81,Menor Palabras,287,2010
554,Papel Vista Capacidad Color,70,Ser,158,2006
555,Grupo Dio,200,Secretario Argentina Hablar,175,2004
556,Camino,43,Dicen Mayoría,358,2010
557,Mano Humanos Toma Presenta,31,Lo Vuelta Nivel,303,2024
558,Don Siguiente,116,Diario Según,357,2008
559,Recuerdo,24,Mí,275,2022
560,Hoy,56,Casos Miedo,195,2002
561,Juez Semana,92,Metros Conocer,382,2001
562,Día Arte Humana,67,Dado,135,2012
563,Construcción Peso Santiago Informe,143,Hijos Primer Ministro,401,2007
564,Juego,119,Idea,191,2003
565,Lugar,16,Felipe,186,2006
566,Ocasión Hacerlo Me Será,96,Volvió Democracia Cuerpo,163,2018
567,Existe Grado Especie,20,Don,153,2006
568,Fuerza Actividad Servicio Carne,33,Derecha,289,2003
569,Sobre,119,Final,206,2018
570,Policía Podemos Nueva Comercio,186,Respuesta Puesto,374,2000
571,Tenía Vio Deja Francia,175,Verdad Saber,208,2011
572,Sea Miguel,48,Buscar Asociación,263,2014
573,Reunión Viene,9,Siglo Dirección Lo,245,2020
574,Libros Materia Se,128,Ii Reunión,401,2015
575,Alta,23,Creación Posible,316,2004
576,Evitar Tipos Viaje Sabía,52,Muchas Cama Ocasión,389,2007
577,Aquellos,98,Incluso Niño Existen,303,2015
578,Suerte Servicio Antes Fuerzas,89,Pocos Ocasiones Puerta,377,2010
579,Reunión Color Dicho Caso,70,Él,133,2010
580,Éste Pueblo,8,Voz Pueblo,149,2025
581,Siete Propios Viejo Social,136,Mundial San,419,2007
582,Hay Asociación,26,S,243,2008
583,Debido,196,Idea,414,2025
584,Línea Argentina Valores Bastante,91,Nivel,210,2007
585,Carlos Capital Obras,189,Cuando Río Miguel,303,2018
586,Muchos,181,Programa Viaje Radio,300,2018
587,Silencio Nuevos,145,Buscar,372,2017
588,Boca Sociales Solución,45,Prueba Junio,139,2002
589,Fin,60,Cuanto Aquellos Construcción,232,2000
590,Baja Estudios Esfuerzo Sistemas,1,Revolución Tomar,223,2025
591,Horas Posible,88,Operación Europa Tendrá,210,2025
592,Amor Demasiado Actividad,16,Hacia,195,2018
593,Aquellos Señaló,199,Domingo,389,2011
594,Unión,96,Solamente Ese Dicen,322,2018
595,Congreso,87,Algo Argentina,285,2004
596,Popular Barcelona,188,Comercio Debe,369,2020
597,Flores Programa Rafael,45,Área Diversas Mejor,407,2022
598,Pregunta Mujer Aunque,58,Luz Diversas Seguridad,209,2012
599,Vez Julio Situación,188,Lejos Fuentes Primer,270,2004
600,Memoria Cultural,187,Esto,413,2012
601,Origen,47,Principio Empresas Empresas,282,2025
602,Nuestros En,164,Banco Marcha Suficiente,173,2015
603,Área Alrededor,85,Tenido Para En,159,2007
604,Conocimiento Importante Marco,82,Respecto,165,2022
605,Además Campo Izquierda,115,Personas,255,2006
606,Él Muy,178,Aquellas,299,2008
607,Director,185,Niño,144,2012
608,Fernando Especialmente Orden Voluntad,188,Explicó Programa,205,2013
609,Abril Ellas Social Siguientes,97,Grado Dio,399,2012
610,Mí,123,Tarde Líder Fuera,235,2005
611,Como Prensa Ayer Espera,19,Habla,270,2000
612,Esta Junio Mis,67,Hacen,157,2010
613,Natural Podemos,97,Está,158,2017
614,Viene,87,Nada Encontrar Desde,367,2022
615,Les,111,Dado Tampoco Queda,204,2019
616,Soy Cómo Padres Origen,41,Llegar,171,2010
617,Europa Mundo,49,Económica Natural,403,2023
618,Habrá Capital Pp,170,Fuerzas Secretario,272,2007
619,Junto,13,Estos Forma,412,2017
620,Dentro Nuestro Ojos Recursos,40,Agua,304,2000
621,Últimos Dirección Va Hacen,23,Debía Crecimiento,365,2006
622,Figura,7,Español,207,2020
623,Tu Por Siempre,21,General Partidos,179,2009
624,Central Martín Cultural E,121,Participación López,255,2002
625,Encuentro Cara Perdido Muerte,48,Mi Aspectos,315,2011
626,Temas Industria,115,Solo,254,2014
627,Creación Primero Finalmente Dijo,68,Fácil,257,2018
628,Esfuerzo,39,Muy Industria Medidas,169,2002
629,Partido Últimos Alto,139,Parecía Sectores,236,2017
630,Sido,100,Policía Programa Estos,334,2017
631,Ciento Cara G Compañía,147,Aire,363,2009
632,Mejores,102,Libertad Tendrá Aquí,137,2016
633,Esto Artículo,31,Máximo Exterior,208,2005
634,Estado Ii,50,Comunidad,141,2013
635,Unidad,175,Apoyo Alto,223,2020
636,Mesa Cultural,153,Mesa Pregunta,283,2023
637,Rodríguez,23,Aumento Teoría,404,2012
638,Momento Toma Poco,71,Papel Muy Información,354,2000
639,Seguridad Especie Viene Materia,29,Administración García,196,2004
640,Paciente,28,Grande Orden Recursos,171,2025
641,I Sido Pocos,138,Relación Van,330,2008
642,Poner Buen Fútbol Mar,168,Rafael Han,412,2019
643,Sangre Luego Sueño Industria,10,Socialista,261,2012
644,Poder D,159,Semana Mercado Alguna,325,2001
645,Sociales Resto Interior Vuelta,85,Te Sector Pedro,241,2001
646,Durante Organización Mal Conseguir,69,Entrada Para,130,2010
647,Minutos Cuando Pasa,80,Mira Enero,371,2022
648,Rafael,59,Económico,273,2023
649,Oficial Recuerdo Cuales Tomar,199,Existe Quiere,257,2023
650,Tales Cámara Exterior Mayoría,155,Materia Cantidad Vivir,165,2006
651,Dios Grupos País Amigos,55,Que Igual,368,2024
652,Económico Felipe Hacen,15,Puerta Forma Aun,201,2002
653,Siguiente Unidad Médico,182,Fondo Madre Juan,326,2004
654,Ayer,45,Jamás,222,2001
655,Industria Acuerdo,9,Suerte Tener,145,2011
656,Orden Alrededor,71,Años Lleva,357,2016
657,Boca Ayer Socialista Cara,163,Españoles,135,2007
658,Instituto Hombre Nuevas,126,Popular Desde Etapa,348,2005
659,Aumento Educación Universidad Distintas,151,Nueva Común Marcha,299,2011
660,Además Obras,67,Cantidad Contenido Estamos,166,2009
661,Dinero,99,Empresas,203,2018
662,Paciente Centros,57,Fecha Nosotros Pablo,235,2021
663,Blanca Grupos,69,España Barcelona I,329,2016
664,Materia,200,Fuerzas Ocasiones Hacen,124,2015
665,Seguridad Efectos,166,Sol,124,2007
666,Mismos Punto Elementos,156,Cabeza Internacional,260,2013
667,Boca Máximo Muestra Curso,90,Estamos Acciones,249,2006
668,Real Mayor Propia Sigue,78,Civil Tratamiento Base,386,2019
669,Actitud Consumo María Hija,150,Técnica,123,2016
670,Por Forma Música,144,Sólo Hay Público,264,2009
671,Puerto,124,Nunca,292,2008
672,J Hechos Algunos,71,Nos Programas,272,2006
673,Cualquier Encuentra,133,Fuerza,149,2025
674,Cuba Antes Dolor Modelo,170,Entrar Médico,191,2023
675,Libre,168,Razón Diez,271,2008
676,Conciencia Diario Realizar Años,104,Ningún Dado,138,2018
677,Expresión Políticas,88,Peor Sólo Miedo,233,2021
678,Ello Dolor Oro Paz,172,Ley Económico,379,2009
679,Sabía Fuerza,169,Energía Finalmente Tipo,212,2009
680,Miedo,121,Vuelve,252,2023
681,Historia Consejo,175,J E,165,2007
682,Imposible Campaña Algo,58,Dos Dar Muerte,277,2013
683,Va U Y,96,Uso Pone,419,2009
684,Son Propuesta Rey Lejos,31,Hubo Ocasiones,147,2020
685,Llegar,121,Jefe,376,2003
686,Mantener Resto Ahora Cambios,136,Crisis Constitución,331,2001
687,Políticos Llegado,36,Tenía,295,2013
688,Diferentes Quiero Ella Nadie,37,Nuestra Mayoría,212,2024
689,Único,125,Cuanto Suficiente,210,2010
690,Económico,2,Popular N,260,2006
691,Distintos Máximo,148,Del,370,2025
692,Unos,34,Cargo Medida López,342,2020
693,Cuyo Posición Curso Acto,104,Semana Profesional,364,2012
694,Generales,10,Estos Modo Éxito,222,2023
695,Pero Mundial Cierta,4,Ésta Militar,391,2006
696,Nuevas,174,Era,247,2007
697,Segundo Viejo Respecto,80,Otra,172,2012
698,Siguientes Ver Instituto,43,Causa,143,2009
699,Época Formas Fuera,117,Pueda Grandes Políticas,386,2019
700,G Aún Técnica,112,Sectores Construcción Siendo,188,2010
701,Cámara Ahora Radio O,92,Campaña,204,2025
702,Mayoría Durante Han Producto,5,Miguel,234,2023
703,Mismo Informe,55,Ii Quién Interés,131,2018
704,Producción Trata,32,Ex Les,139,2012
705,Y Cuarto Parte,198,Humanos Muy Sueño,144,2019
706,México,170,Marzo,130,2001
707,Hijos,107,Forma Plazo,314,2003
708,Manos Tan Ideas,122,Alto Comisión Sur,198,2006
709,Capacidad,78,Luego Hizo,171,2021
710,Sean Europea París,160,Tierra Económico Director,190,2013
711,Armas,131,Posibilidades Produce Metros,180,2009
712,Vista,28,Constitución Un,221,2019
713,Temas Trabajo,200,También Pedro,387,2006
714,Dinero Queda Gobierno,181,Situación Construcción,271,2005
715,Mayores,141,Palabras Barcelona,226,2022
716,Autor Congreso Va Nadie,85,Ciencia,121,2000
717,Cinco,29,Muchos Frente Atrás,372,2004
718,Instituciones,200,Han D Torno,158,2023
719,Contrario,66,Visto Resto Cabeza,238,2014
720,Donde Según Baja,68,Efecto Mercado,145,2003
721,Además Bastante,11,Menos Objeto,304,2025
722,Busca Algún Interés,110,Alta Largo Experiencia,179,2003
723,Cine,3,Salir,207,2010
724,Española Trata Población,113,En Padre Países,257,2023
725,Acerca,96,República Pueblo,213,2003
726,Total Permite Mayoría Sigue,103,Imagen Juez,259,2012
727,Efecto Nada Siquiera Esa,108,Don Mira Socialista,205,2003
728,Tipo Conocimiento,179,Objetivo Principales Área,150,2005
729,Comercio,107,Sociales Sobre Comunicación,367,2025
730,Producción Función Violencia Seguir,47,Ministerio Términos Mes,314,2024
731,Características Condiciones Posible,157,Enero,186,2015
732,Función Asociación España Economía,29,Tanto C,345,2001
733,Las,67,Medidas Sueño Fuego,280,2000
734,Cuyo Poder,172,Ésta Medida,385,2016
735,Tras,111,Fuerte Fuerte Tribunal,247,2015
736,Algunos Consecuencia Visita,170,Dos Pequeño Sentido,317,2004
737,Meses,3,Único Fue Agua,200,2016
738,Primeras Creo Futuro Ninguna,127,Hasta,158,2024
739,Son Haciendo Estado Generales,83,Suelo,289,2008
740,Capaz,130,Don,401,2020
741,G Muerte Conjunto Cuenta,104,Grande,160,2014
742,Interior Energía Pp Después,147,Incluso Aquellas,165,2015
743,Horas Camino Vuelta Internacional,81,Habla,374,2023
744,Central,27,Mucha A,331,2001
745,López,24,Lugar Poder Después,275,2016
746,Sangre Bajo,168,Ciudad Tengo Región,353,2010
747,Les Realidad Local,14,Finalmente,352,2010
748,Estos Trabajadores Posibilidad Principal,184,Reunión Papel Unas,306,2022
749,Mientras Superior Hombre Congreso,30,Humana,233,2000
750,Miguel Yo Cinco,91,Fueron Curso Favor,269,2017
751,Manuel Es Escuela,180,Viene,143,2005
752,Informe Encuentran Habían Teatro,36,Aquellos Resultados Hizo,329,2003
753,Papel Otras B,157,Llegado,216,2003
754,Frente Amigos Nombre Éxito,56,Programa Miembros,217,2022
755,Principal Proceso Hubiera,28,Nada Ello,143,2020
756,Razones,198,Armas Tiempos,354,2021
757,Mira Conocer,128,Frente,391,2023
758,Necesario,142,Abril Cantidad,419,2015
759,Marco Tenido,178,Llevar Sí Amigos,208,2023
760,Rodríguez Resultado,27,La Pone,284,2016
761,Viene Servicios Europa Temas,108,Ve Empresas Diversos,247,2008
762,Resultados Llega Ahí Película,88,Primeras Democracia,351,2025
763,Fuentes Ir,36,Madre Vino,382,2009
764,Debía Hace Domingo,183,Conjunto Problemas Y,403,2020
765,Miedo Los,52,Menor,268,2021
766,Unos Los Tomar,173,Ejército,211,2016
767,Película Fondo Forma,182,Anterior,300,2017
768,Viejo Último Ciencia Espacio,150,Condiciones Muchas Análisis,333,2021
769,Mitad Barcelona Programas,109,Comunidad,387,2003
770,Tras,98,Tampoco,147,2021
771,Pedro,52,Voy Último,202,2009
772,Partir Internacional Ejército,38,Texto,271,2006
773,Trabajo,92,Ciencia Amigos,172,2019
774,Actitud Deben,191,Ambiente Estas Ejemplo,407,2012
775,Estoy Español,131,Causa Ve Cambios,267,2022
776,Nunca,98,Razón Ayuda,333,2025
777,Película Distintos Mes,142,Debido,126,2023
778,Siendo Tiene Países,52,Otros Esta Campo,346,2007
779,Líder Cuyo Políticos,194,Espera Rey Deseo,399,2023
780,Mejores Pensar,199,Media Dice Lucha,219,2009
781,Película María Ya Favor,46,Justicia Sentido Embargo,158,2005
782,Todo Estar,189,De Pasado N,181,2012
783,Atrás,110,Ciento Cargo,404,2008
784,Camino Punto,42,Una Enfermedad Has,250,2000
785,Resto Artículo Estudios,120,B Segunda Sala,199,2001
786,Importante Pablo,83,Ninguna Minutos En,146,2024
787,Pueden Control Estudios,126,Jefe Buena Ante,401,2011
788,Próximo,182,Instituto Junio,389,2007
789,Aspectos Libre,134,Espera,378,2005
790,Paz Sabe Atención Unas,140,Buena Características Argentina,326,2002
791,Aun Pregunta Resultados,57,Nombre,289,2010
792,Donde Económico Afirmó,76,Acciones,391,2015
793,Escuela,30,Proceso Mal Club,297,2014
794,Justicia Del,165,Octubre Relación Tres,244,2001
795,Pie Informe Vida,98,Dan,317,2008
796,Cual Seguridad Estados,7,Partidos José Humanos,311,2016
797,Precios Manera Efectos Tu,125,Final,271,2020
798,Tribunal Agua,83,Ello Cuerpo Secretario,162,2003
799,Tal Forma,198,Toma Poner Medidas,393,2000
800,Pueda,54,A Asociación Curso,229,2021
801,Sueño Acción Mal Pp,27,Fiscal,395,2022
802,Presenta Dolor Investigación Líder,166,Diversos,198,2000
803,Diez Hijo Dejó Además,184,Próximo Relaciones,139,2002
804,Pablo,14,Palabra,248,2017
805,Ya,148,Hijos,252,2013
806,Esas Oro Riesgo Cara,116,Hacia Dólares Mal,327,2013
807,Se Pie Tampoco,5,Mundo Tengo,180,2017
808,Juicio,165,Carlos Pasa Allí,152,2024
809,Educación,180,Noviembre,303,2016
810,Única,75,Programa Tras Espacio,274,2019
811,Estudio,73,Habrá Amor,315,2012
812,Militares,122,Papel,393,2007
813,Problema Fueron,192,Millones Fuentes,399,2009
814,Desarrollo Menos,77,Todavía Cambio Servicios,311,2000
815,Música Decir,32,J,122,2018
816,Finalmente Pronto Del Libertad,138,Hombre Aparece Blanco,163,2009
817,Banco Mal,192,Efecto Obra Puso,296,2006
818,Hasta Según Tenía Acuerdo,166,Madre Fútbol Gran,192,2005
819,Mayores Carlos,57,Total Vamos Supuesto,249,2006
820,M,47,Al Casa Santiago,410,2001
821,Pablo Dentro Fuentes Suelo,166,Pueden Libros Igual,157,2009
822,Compañía,65,Recursos,221,2023
823,Necesario Estructura Dicen Música,85,Unidos Mismos,185,2021
824,Nuevo Ver,26,Cuestión Orden,155,2006
825,Blanco Miguel París,125,Ese Estas,288,2019
826,Guerra Trata Aquel,178,Mujeres Encuentro Meses,198,2018
827,Imagen Pregunta Dios,81,Respuesta Peor,206,2000
828,Idea Tras O,64,Humanos,343,2008
829,Tu Incluso Mayores,35,Deja Fuera Servicio,289,2015
830,Sido Obstante Pronto Sólo,115,Sola Pública,276,2015
831,Gobierno,45,Estado Secretario Otra,161,2008
832,Reforma Ex,138,Tu,254,2023
833,Último,187,Estuvo,129,2016
834,Cabeza,149,Paz Mucho Tenemos,327,2024
835,Partido Cuando,10,Persona Centros Entrar,253,2017
836,Niño Operación Comenzó Hacen,168,Lugar,307,2012
837,Septiembre Ve,198,Misma Rey Blanco,268,2004
838,Ayuda Manuel Recursos Buenos,129,Propio Esas Televisión,166,2012
839,Película Arte Condiciones,129,Público,242,2025
840,Tal Las,194,Recursos Acerca Pues,191,2014
841,Unidos Presente,46,Crecimiento Siguiente Mitad,409,2021
842,Cierto Vino,189,Tenían Rey Europea,367,2011
843,Cuales,57,Puerta Demás,238,2002
844,Derechos Comisión Tenía,95,Mitad,141,2021
845,Autor Técnica,133,Nadie Otros,318,2015
846,Hubo Mundial Felipe Decía,12,Espera,285,2003
847,Tiempos Verdad Miedo,190,Pasó Barcelona,416,2017
848,Adelante José,97,Junto Oficial Secretario,313,2011
849,Dar,133,I Siguiente,312,2007
850,Semana Política Septiembre Más,91,Aquellas Da,369,2025
851,Hecho Alto Se Tanto,155,Una,376,2004
852,Central Aquella Cosa Atrás,43,Música,159,2016
853,Actividad Enero Proyecto,55,Entrar,215,2005
854,Dejó Decir Público,155,Tema Ministerio Frente,180,2021
855,Cama Cuerpo,107,Ningún Por,178,2015
856,Animales Quería Buen Animales,123,Último,202,2020
857,Efectos Ya Visto Sola,6,Banco,142,2004
858,Iglesia Haber,35,Razón Rosa Obstante,382,2001
859,Primer Fernando,15,Serán,252,2005
860,Pone Políticos Último Silencio,154,Dentro Mucha Oposición,129,2023
861,Usted Poco Lleva,22,Luz,349,2019
862,Una Producto Demasiado Antonio,124,Relación,232,2013
863,Se También,150,Precio,381,2008
864,Amigo Crecimiento,186,Toda Sola Relación,295,2014
865,Fuerzas,59,Ella Objeto,317,2004
866,Dan,5,Niveles,387,2016
867,N Hubo Todos Encuentro,39,Habrá Enero Primera,169,2005
868,Lado Máximo Expresión Estuvo,158,Puerto Media Será,139,2025
869,Santa,24,Calle Éxito,186,2019
870,Modo,199,Pp González Alto,340,2016
871,Tierra Ve Manera Ciudad,95,Persona,391,2013
872,Sé Difícil,124,Santiago Favor,299,2018
873,Contenido,109,Jóvenes,250,2015
874,Va Tenido,22,Consejo Mirada,398,2013
875,Gracias Miembros Riesgo,49,Juego,123,2018
876,Razón,134,Llevar,312,2020
877,Fin Es,177,Asunto Riesgo,329,2011
878,Centro,40,Semana Parte,419,2008
879,Arriba Mirada Manera,138,Hechos Ideas,409,2011
880,Casi Tú Dirección,175,Varios Gran,224,2013
881,Amigos Había Pone Cual,46,Sobre Forma,406,2017
882,Sistema Sobre Dónde Razón,65,Aire Elementos,415,2011
883,Función Está Nadie Formación,189,Con,180,2023
884,Precios Haber,115,Investigación Dicen Otros,202,2003
885,Creación Así,131,Mar Diversos,293,2025
886,Ir,42,Unidad Producto,122,2025
887,Todos,38,Distintos Algunas,342,2002
888,También,68,Llevar,309,2002
889,Ahora,186,Período Después,325,2019
890,Acuerdo Juego Año,183,Realidad Buen Será,149,2024
891,Lucha Habría,164,Encuentran Mar,344,2000
892,Mar Humanos,169,Vino Fuentes Pie,266,2006
893,Cuarto,154,Partes Contenido Aquí,384,2022
894,Mujer Hablar,158,Van,138,2011
895,Lucha Banco,168,Debido,200,2002
896,Paz Propia Hemos,200,Proyectos Voz,300,2021
897,Amor Doctor Salud Artículo,104,Evitar Contrario Nuestra,222,2016
898,Memoria,189,Resto Mayores Total,155,2002
899,Julio Lenguaje De,186,Entre Verdad Su,418,2011
900,Hombre Recuerdo A,71,Guerra,219,2014
901,Ejemplo Hemos Sola Tipos,148,Ocasiones,253,2005
902,Muchas Palabra Cuya Particular,130,Primer,406,2002
903,Dijo Movimiento Tal,88,Mañana,382,2008
904,México Comunicación Lado,178,Local Ella,313,2018
905,Ciento Asimismo Corazón Participación,198,Habla,293,2024
906,Educación Necesario Revolución Enfermedad,175,Mirada Sido,420,2000
907,Dónde Esta Pasó Ningún,30,Libros Distintas,154,2012
908,Iba Hacerlo,174,Principio Precios Hacia,237,2025
909,Cierta Sean París,106,Propuesta Económico,384,2017
910,Haciendo,180,Vista Familia,247,2009
911,Fue,103,Tuvo García Señor,295,2002
912,Derecha Casi,122,Plaza Somos,301,2006
913,R Negro Libre,47,Día Servicios Llegado,217,2015
914,Entonces Éste,61,Nuevos Entrada Hacen,243,2008
915,Ojos Última,59,Imagen,247,2019
916,Juez Momento Hombre,40,Pedro,181,2002
917,Cuatro Comisión Civil Importancia,158,Texto,397,2001
918,Pública Sociedad Algunas Estudio,96,Políticas Fuentes Poco,281,2015
919,Idea Española Tener,126,M,381,2008
920,Podemos Pero Familia Rafael,57,Alta Torno Arte,185,2001
921,Decir Era Vía Nuestro,123,Puerta Alrededor Industria,136,2016
922,Poco Han Siguientes,101,Jorge Dolor Mejores,209,2014
923,No,179,Programa Película Familia,355,2010
924,Educación,4,Más Haber Pasar,227,2012
925,Haber,84,Alguien Dejó,252,2005
926,Pasa Natural Flores,61,Padres Existencia,361,2019
927,Sabe Violencia Tenemos,94,Información,375,2013
928,Partido Derecho,108,Diciembre Secretario Sólo,310,2011
929,Bastante Se Razón Mañana,72,Industria Línea,212,2018
930,Entrar Al,148,Santiago Suelo Realidad,237,2003
931,Música Larga Menos,61,Mal Señaló Apenas,341,2012
932,Ciudad Economía,38,Edad Jorge Como,196,2015
933,Último,46,Material Familia,375,2004
934,Aire Mayores Es,125,Tiempos Político,248,2017
935,Propio,102,Número,203,2001
936,Explicó Imágenes,66,Muchas Nos,169,2014
937,Problemas Saber Premio,67,Torno Solamente,304,2017
938,Martín Ley Aquella,89,Dio,330,2003
939,Lucha Durante Ningún,174,Estilo P Hubo,221,2018
940,Guerra San,200,Cómo Blanca,301,2010
941,Armas Quienes Gracias Agua,199,Lugar Encuentra Felipe,348,2002
942,Pregunta Llegar Ejército Pública,158,Están Explicó,357,2020
943,Hicieron Decir,43,Corte Asimismo Algún,292,2013
944,Vamos Siguientes Les Algún,19,Abril,202,2010
945,Decir Si,81,Tuvo Aquellas,269,2022
946,Rosa Podía Entrada,155,Informe Oficial Finalmente,322,2008
947,Política He Millones Le,200,Hospital Francisco,420,2016
948,Conocer P Especialmente Realidad,106,Le,214,2000
949,Ellas Crecimiento,187,Valor,248,2023
950,Hoy,54,Hijos,323,2003
951,Santiago,17,Conocer Momentos,400,2001
952,Vista,198,Tras Obras,388,2024
953,Capacidad,27,Hoy Historia,199,2002
954,Este Doctor No Todavía,80,Relaciones,246,2023
955,Horas América Ello,114,Noche Misma Dan,184,2004
956,Media Francisco,8,Ejército,302,2010
957,Voz Edad Gente Producción,120,También Campaña Tampoco,259,2017
958,Primero Mesa Médico Podemos,35,Crisis Militares Plazo,396,2005
959,Políticos Julio Llamado Fue,162,Explicó Juego Antonio,408,2013
960,Campaña Mar Justicia,89,Blanco Está,396,2007
961,Dicho,114,Mediante Electoral,307,2013
962,Lejos María Aquí,40,Tierra Has,125,2000
963,Compañía Fiscal,89,Actividad Autor,360,2017
964,Tres,177,Quedó Estos,364,2009
965,Tenían,197,Demasiado Vio,269,2019
966,Alguien Tema,2,Sé Pero Miembros,311,2006
967,Aun Cama Contenido Tanto,144,Sé Haciendo,322,2007
968,Espera Tenía,184,Conocimiento Ella Santa,319,2012
969,Económico Gobierno,68,Baja,336,2020
970,Campo Enero,133,Fuerzas Martín Interior,259,2009
971,Música Llega Esfuerzo,106,Cine,155,2005
972,Operación Pregunta,75,Aquí,353,2019
973,Dolor Cual Momentos Ambos,70,Propio Llega Medida,371,2006
974,Objetivo Unos Millones,5,Parece,145,2017
975,El,48,Silencio,264,2008
976,Ideas Por,184,Organización Nuevas,124,2007
977,Llamado,39,Y,372,2006
978,Evitar Figura Habían,108,Amigos Miembros,375,2011
979,Arte Elecciones A Contenido,179,Verdad,289,2002
980,Quizá Vamos,15,Tales Desde,320,2002
981,Todas Resulta Todo Adelante,47,Tiempos,248,2012
982,Superior,32,Aumento Dicho Toma,247,2012
983,Desde Dado Cual Boca,64,Mesa Amigo Unión,137,2006
984,Plazo Nueva Ninguna Dejar,189,Dan,386,2021
985,Cuando Llega,122,Real Presenta,279,2010
986,Mejores Acerca,162,Ocasiones Tiene Aquellos,141,2023
987,Hecho,65,Acciones Hora,272,2006
988,Tenemos Crisis Diario,14,P Hacer Metros,231,2003
989,Pueda Rafael,163,Atención Crecimiento,286,2000
990,Corte Diversas,71,Unidos Color Trata,181,2012
991,Crisis Explicó,3,Dios,417,2025
992,Trabajar Cuyo Necesidad Metros,177,Organización Pasó Juicio,199,2011
993,Eran,64,Artículo,375,2002
994,Cabeza Historia Les,195,Bueno Europea Efectos,150,2001
995,Parece Debido Especial,166,Años,394,2025
996,Aquella,33,Puesto Fuego,239,2010
997,Grandes Pensar Compañía,113,Madre Donde Cierto,218,2000
998,Resto Materia Estos Luz,92,Antonio Apoyo Estilo,188,2008
999,Adelante,125,Tienen Mercado Orden,344,2017
1000,Boca Profesional Conciencia,139,Autor Resultados Formas,370,2006
