stream_id,fecha,cancion_id,plataforma_id,pais_usuario,reproducciones,ingresos_usd
10946,2024-02-20,437,2,MX,19221,19.22
10947,2024-03-17,715,2,ES,16550,16.55
10948,2025-10-21,225,5,MX,26620,133.1
10949,2025-12-26,250,3,MX,48684,340.79
10950,2025-01-15,427,4,CL,33339,400.07
10951,2024-10-05,363,1,MX,29780,119.12
10952,2025-05-08,732,2,ES,23836,23.84
10953,2025-07-30,142,3,US,22329,156.3
10954,2025-06-01,240,2,ES,44739,44.74
10955,2025-06-09,934,3,MX,19212,134.48
10956,2024-11-15,555,5,BR,12558,62.79
10957,2026-02-15,635,5,MX,2559,12.79
10958,2024-10-15,134,1,US,384,1.54
10959,2024-07-05,360,4,MX,32640,391.68
10960,2025-10-17,64,1,MX,33984,135.94
10961,2024-06-26,633,1,ES,36498,145.99
10962,2025-07-13,935,1,MX,49843,199.37
10963,2024-04-21,741,1,BR,28815,115.26
10964,2026-01-08,421,1,BR,38707,154.83
10965,2024-10-25,3,1,CL,33387,133.55
10966,2026-01-13,980,1,BR,32268,129.07
10967,2024-09-18,93,3,MX,40138,280.97
10968,2025-07-16,961,1,CO,24697,98.79
10969,2024-11-22,327,4,AR,34441,413.29
10970,2025-02-27,796,4,ES,39001,468.01
10971,2025-04-18,940,5,CL,32607,163.03
10972,2026-01-12,765,2,ES,13641,13.64
10973,2025-11-25,82,1,ES,20022,80.09
10974,2024-02-03,171,3,CL,24161,169.13
10975,2025-08-25,298,1,AR,4422,17.69
10976,2025-02-17,383,2,US,21028,21.03
10977,2025-05-01,309,2,BR,41689,41.69
10978,2024-06-01,569,1,AR,45024,180.1
10979,2025-11-13,508,3,CL,308,2.16
10980,2026-03-14,350,2,CL,22210,22.21
10981,2024-11-18,491,1,CO,41096,164.38
10982,2026-02-20,980,4,AR,3428,41.14
10983,2025-08-08,415,1,AR,49013,196.05
10984,2025-03-17,951,2,AR,26840,26.84
10985,2025-11-21,883,1,US,12792,51.17
10986,2024-03-22,452,2,AR,45510,45.51
10987,2024-06-17,301,1,US,24781,99.12
10988,2025-09-07,475,3,AR,33540,234.78
10989,2024-03-27,301,1,CL,45350,181.4
10990,2025-01-31,888,3,MX,21605,151.24
10991,2025-04-14,341,4,US,17326,207.91
10992,2025-02-06,805,1,ES,12587,50.35
10993,2024-10-01,794,5,MX,1502,7.51
10994,2025-01-16,200,1,ES,35918,143.67
10995,2024-06-10,833,3,ES,46265,323.86
10996,2025-08-25,976,2,MX,24817,24.82
10997,2026-01-13,52,2,CL,47671,47.67
10998,2025-12-02,119,2,CL,21086,21.09
10999,2025-06-13,570,1,AR,19048,76.19
11000,2025-10-16,21,1,BR,20141,80.56
11001,2025-06-23,456,1,AR,9151,36.6
11002,2026-01-30,400,1,ES,15902,63.61
11003,2025-04-05,628,1,BR,10465,41.86
11004,2025-11-01,761,5,BR,1543,7.71
11005,2025-09-07,663,3,US,14219,99.53
11006,2024-03-12,703,1,CL,13030,52.12
11007,2024-10-08,871,3,US,28904,202.33
11008,2025-09-13,626,2,AR,31259,31.26
11009,2024-07-08,351,2,CL,49630,49.63
11010,2025-07-24,497,1,BR,3861,15.44
11011,2025-01-25,657,1,MX,22936,91.74
11012,2025-04-02,885,2,BR,29070,29.07
11013,2025-12-15,76,3,US,7253,50.77
11014,2026-03-17,54,1,BR,26244,104.98
11015,2025-05-12,467,2,MX,31990,31.99
11016,2025-09-12,370,4,CO,45529,546.35
11017,2025-10-21,207,3,CO,8790,61.53
11018,2024-10-04,892,3,MX,14394,100.76
11019,2025-04-24,82,2,MX,20652,20.65
11020,2024-12-02,799,2,AR,8762,8.76
11021,2024-01-31,858,3,US,17399,121.79
11022,2025-11-17,25,5,ES,46293,231.47
11023,2025-10-01,905,3,US,13428,94.0
11024,2025-07-27,948,3,BR,24811,173.68
11025,2025-08-25,458,2,US,8035,8.04
11026,2024-08-29,692,2,MX,17764,17.76
11027,2026-02-23,560,2,CL,33274,33.27
11028,2025-09-10,598,2,CL,634,0.63
11029,2025-06-15,785,2,MX,15300,15.3
11030,2025-08-01,935,1,US,8108,32.43
11031,2025-07-06,710,1,ES,2601,10.4
11032,2026-02-02,743,5,US,40070,200.35
11033,2024-02-24,704,1,US,17166,68.66
11034,2025-04-22,286,1,AR,29770,119.08
11035,2024-05-21,371,1,US,47701,190.8
11036,2024-06-03,492,2,AR,4091,4.09
11037,2025-09-08,343,1,CL,42647,170.59
11038,2024-06-16,563,2,AR,30008,30.01
11039,2024-11-21,93,5,BR,40139,200.69
11040,2024-05-06,954,1,CL,577,2.31
11041,2024-09-01,460,2,ES,2130,2.13
11042,2024-08-21,322,2,ES,40031,40.03
11043,2025-12-06,118,3,AR,36788,257.52
11044,2025-10-29,663,2,MX,31577,31.58
11045,2025-04-15,1,5,MX,23576,117.88
11046,2024-01-31,109,1,CO,44162,176.65
11047,2025-10-01,221,4,ES,41251,495.01
11048,2024-06-26,331,2,MX,40205,40.2
11049,2025-05-04,709,4,CL,44435,533.22
11050,2025-02-07,835,1,CL,31504,126.02
11051,2026-03-07,494,1,MX,11981,47.92
11052,2025-02-20,417,3,CO,34671,242.7
11053,2025-02-25,72,2,BR,14941,14.94
11054,2026-02-22,576,2,CL,35105,35.11
11055,2024-05-02,248,1,BR,9433,37.73
11056,2026-02-01,819,2,US,44981,44.98
11057,2025-09-21,529,2,AR,40079,40.08
11058,2024-09-15,413,2,CL,18240,18.24
11059,2025-08-03,499,2,CL,20599,20.6
11060,2024-08-18,404,1,CL,16382,65.53
11061,2024-09-19,989,2,US,18926,18.93
11062,2024-04-15,136,1,MX,25022,100.09
11063,2024-06-23,50,5,CO,2158,10.79
11064,2024-03-19,718,1,ES,40453,161.81
11065,2024-09-12,919,1,ES,10816,43.26
11066,2025-06-29,10,5,CL,44278,221.39
11067,2025-08-26,167,4,US,16228,194.74
11068,2025-01-29,330,1,CO,23358,93.43
11069,2025-02-12,538,2,MX,39334,39.33
11070,2024-02-10,40,5,ES,11202,56.01
11071,2024-08-11,193,1,US,8818,35.27
11072,2024-11-03,15,5,AR,20629,103.14
11073,2025-10-14,468,1,CO,17590,70.36
11074,2025-12-12,821,1,MX,33999,136.0
11075,2025-03-03,1000,4,CO,11539,138.47
11076,2025-05-06,460,4,CO,37496,449.95
11077,2026-01-30,871,1,BR,14924,59.7
11078,2024-09-01,849,1,CL,40440,161.76
11079,2024-11-14,927,1,AR,36237,144.95
11080,2024-10-01,263,4,MX,25904,310.85
11081,2025-01-22,86,2,CL,47108,47.11
11082,2025-11-15,968,1,ES,46952,187.81
11083,2026-02-28,373,1,MX,18538,74.15
11084,2024-03-07,15,1,ES,20214,80.86
11085,2024-03-05,652,3,MX,16203,113.42
11086,2025-11-15,185,3,US,9311,65.18
11087,2024-08-05,262,3,MX,24312,170.18
11088,2025-12-18,915,5,US,28246,141.23
11089,2026-02-04,66,1,CO,4134,16.54
11090,2024-08-13,780,4,US,48428,581.14
11091,2025-02-25,466,3,MX,17159,120.11
11092,2024-11-05,692,1,CL,39552,158.21
11093,2026-02-10,526,3,CO,33532,234.72
11094,2025-09-08,118,5,CO,13872,69.36
11095,2024-12-07,218,1,CL,42083,168.33
11096,2024-09-25,846,1,CO,46963,187.85
11097,2025-03-16,129,4,ES,43901,526.81
11098,2025-03-08,826,3,AR,32639,228.47
11099,2025-12-11,524,1,CL,16356,65.42
11100,2026-03-11,981,5,US,46735,233.68
11101,2025-04-10,815,1,AR,16147,64.59
11102,2026-01-26,784,1,AR,30456,121.82
11103,2025-11-19,280,3,ES,48284,337.99
11104,2024-11-20,19,2,ES,9180,9.18
11105,2025-11-16,267,1,US,44115,176.46
11106,2024-11-18,788,1,CO,23124,92.5
11107,2024-03-20,135,1,ES,1612,6.45
11108,2025-11-08,643,3,AR,6372,44.6
11109,2025-10-01,970,4,US,38888,466.66
11110,2025-04-10,224,3,BR,21608,151.26
11111,2024-09-01,810,1,AR,20782,83.13
11112,2025-07-01,280,2,BR,39155,39.16
11113,2026-03-12,257,1,CL,49805,199.22
11114,2024-05-10,561,1,US,16757,67.03
11115,2025-11-19,18,1,BR,48029,192.12
11116,2026-02-11,216,1,US,3234,12.94
11117,2025-04-28,574,2,AR,22530,22.53
11118,2025-12-01,194,2,CL,2586,2.59
11119,2024-09-02,778,1,CO,41548,166.19
11120,2024-08-02,969,1,ES,10524,42.1
11121,2025-02-01,146,1,US,44753,179.01
11122,2025-01-08,788,3,CO,22788,159.52
11123,2026-01-12,392,4,ES,19861,238.33
11124,2025-09-13,510,2,CL,22716,22.72
11125,2026-01-20,947,2,CO,14494,14.49
11126,2024-08-22,609,1,ES,19058,76.23
11127,2024-07-31,74,1,CO,23109,92.44
11128,2024-03-22,995,2,ES,23266,23.27
11129,2026-02-19,456,2,ES,12342,12.34
11130,2026-03-15,902,2,CL,1091,1.09
11131,2025-11-26,867,2,MX,11903,11.9
11132,2026-01-13,890,4,BR,39683,476.2
11133,2025-04-01,531,1,CO,4765,19.06
11134,2025-07-28,617,2,CL,23782,23.78
11135,2025-10-08,659,2,CL,44691,44.69
11136,2025-06-19,300,2,CL,41717,41.72
11137,2025-12-09,749,1,MX,49493,197.97
11138,2024-10-26,350,4,BR,43964,527.57
11139,2024-11-23,696,3,CO,30754,215.28
11140,2024-01-04,918,1,BR,29427,117.71
11141,2024-04-11,962,2,CO,33364,33.36
11142,2025-04-02,366,2,CL,21609,21.61
11143,2024-02-24,814,2,CL,2188,2.19
11144,2025-11-11,136,1,US,43551,174.2
11145,2024-05-09,47,1,CL,38466,153.86
11146,2024-02-18,908,2,US,13741,13.74
11147,2025-08-17,22,3,CL,17119,119.83
11148,2025-06-29,258,2,MX,12561,12.56
11149,2025-09-20,172,1,US,41330,165.32
11150,2026-03-24,262,4,CL,17723,212.68
11151,2024-01-14,699,2,CO,6734,6.73
11152,2025-08-10,496,1,ES,42876,171.5
11153,2025-10-01,767,3,AR,4528,31.7
11154,2024-07-04,60,4,CL,26154,313.85
11155,2025-05-15,932,1,CO,42630,170.52
11156,2024-03-14,753,2,CL,41400,41.4
11157,2024-09-15,951,1,MX,5510,22.04
11158,2025-10-15,796,5,MX,43503,217.52
11159,2025-03-06,282,2,AR,32128,32.13
11160,2025-12-12,587,1,BR,29130,116.52
11161,2024-12-15,431,2,CO,46450,46.45
11162,2024-01-26,557,1,CO,49324,197.3
11163,2024-07-16,12,3,AR,48367,338.57
11164,2025-01-30,82,3,ES,14596,102.17
11165,2024-07-01,93,1,ES,3163,12.65
11166,2024-03-01,860,5,US,4652,23.26
11167,2026-01-26,393,5,CO,45695,228.47
11168,2024-10-01,216,5,ES,24858,124.29
11169,2024-01-25,823,1,ES,43579,174.32
11170,2024-08-28,99,2,BR,14010,14.01
11171,2024-05-13,872,5,MX,48562,242.81
11172,2024-09-15,288,2,AR,25054,25.05
11173,2024-02-19,810,2,MX,29867,29.87
11174,2025-10-21,243,2,MX,34726,34.73
11175,2025-06-28,907,3,AR,16853,117.97
11176,2024-05-05,557,1,AR,30189,120.76
11177,2024-06-13,826,3,ES,43399,303.79
11178,2024-09-20,483,3,CL,35034,245.24
11179,2026-01-07,48,3,CO,6327,44.29
11180,2025-04-12,63,3,CL,25705,179.94
11181,2024-10-04,477,3,CO,28186,197.3
11182,2026-01-27,339,2,US,29888,29.89
11183,2026-02-13,374,2,AR,14863,14.86
11184,2026-01-19,231,2,MX,47825,47.83
11185,2024-11-23,649,2,CO,18417,18.42
11186,2026-02-25,501,5,AR,1458,7.29
11187,2025-08-20,780,3,ES,38371,268.6
11188,2025-10-02,223,3,MX,34785,243.5
11189,2024-10-16,553,3,MX,20710,144.97
11190,2024-06-15,223,4,ES,392,4.7
11191,2024-10-22,324,4,BR,17438,209.26
11192,2024-08-05,26,1,CL,35788,143.15
11193,2024-06-27,27,4,CL,2215,26.58
11194,2024-01-03,25,1,CL,30810,123.24
11195,2024-12-23,346,1,US,13359,53.44
11196,2025-12-26,795,3,CL,19145,134.02
11197,2026-03-19,729,1,MX,13916,55.66
11198,2025-06-25,143,1,AR,30974,123.9
11199,2024-05-24,840,5,BR,3553,17.77
11200,2024-07-16,863,4,ES,10838,130.06
11201,2024-04-01,487,4,BR,25546,306.55
11202,2024-08-18,702,1,AR,35757,143.03
11203,2026-02-24,929,1,CO,17023,68.09
11204,2025-07-20,956,5,CL,41863,209.31
11205,2025-10-15,14,2,CO,33885,33.88
11206,2025-12-31,440,5,AR,7132,35.66
11207,2024-06-19,791,2,AR,19930,19.93
11208,2024-11-07,719,5,AR,26170,130.85
11209,2024-11-22,698,4,MX,31800,381.6
11210,2024-05-09,95,1,MX,7113,28.45
11211,2025-12-20,415,2,AR,37106,37.11
11212,2025-06-27,922,1,CL,43321,173.28
11213,2025-04-09,426,5,BR,24181,120.91
11214,2024-05-11,88,1,MX,31819,127.28
11215,2024-07-25,848,3,AR,4863,34.04
11216,2024-01-13,463,4,MX,35104,421.25
11217,2025-02-24,539,3,US,27571,193.0
11218,2026-01-25,852,1,US,31076,124.3
11219,2024-08-28,359,5,CL,20472,102.36
11220,2025-03-13,563,2,BR,41767,41.77
11221,2025-04-22,299,5,US,11398,56.99
11222,2024-11-21,471,2,MX,35382,35.38
11223,2025-08-19,855,2,CO,32298,32.3
11224,2026-01-04,494,4,BR,44698,536.38
11225,2025-08-09,383,1,CO,25380,101.52
11226,2024-02-04,230,3,CO,42751,299.26
11227,2024-09-12,673,2,CL,2074,2.07
11228,2024-04-12,272,3,AR,40406,282.84
11229,2024-12-27,730,3,AR,44591,312.14
11230,2025-03-26,816,3,AR,23112,161.78
11231,2025-10-21,787,1,ES,25002,100.01
11232,2026-01-15,684,3,BR,9329,65.3
11233,2024-08-16,60,3,MX,32298,226.09
11234,2024-06-03,345,3,MX,5034,35.24
11235,2025-12-19,94,2,CO,39987,39.99
11236,2025-12-23,353,3,CO,15169,106.18
11237,2024-08-23,824,4,CL,19184,230.21
11238,2024-04-03,403,1,CL,44885,179.54
11239,2025-08-16,700,5,CL,1234,6.17
11240,2025-03-20,190,2,CL,33448,33.45
11241,2024-03-30,329,3,CO,26879,188.15
11242,2025-02-11,55,3,CL,12749,89.24
11243,2024-01-28,994,5,ES,3900,19.5
11244,2024-12-25,965,1,ES,14220,56.88
11245,2024-09-26,954,1,CL,37286,149.14
11246,2024-07-28,418,1,MX,34666,138.66
11247,2024-03-03,710,5,ES,32787,163.94
11248,2025-03-29,631,3,CL,16407,114.85
11249,2024-10-18,499,1,CO,17177,68.71
11250,2024-04-06,721,2,MX,9553,9.55
11251,2024-04-06,820,2,CO,19120,19.12
11252,2024-09-04,22,3,US,32853,229.97
11253,2024-11-04,134,3,BR,9278,64.95
11254,2025-02-04,541,1,US,34342,137.37
11255,2025-05-09,25,3,CO,11388,79.72
11256,2025-08-20,869,1,MX,44141,176.56
11257,2024-06-21,574,3,AR,36569,255.98
11258,2024-11-15,357,1,CL,10216,40.86
11259,2025-01-21,144,2,BR,14730,14.73
11260,2024-04-14,883,5,US,34258,171.29
11261,2024-04-08,134,3,CL,36826,257.78
11262,2025-04-21,403,5,BR,17529,87.64
11263,2024-01-08,263,4,ES,29088,349.06
11264,2026-01-30,259,1,MX,27974,111.9
11265,2024-12-15,733,1,CL,8557,34.23
11266,2024-11-06,411,4,MX,33919,407.03
11267,2026-03-28,340,5,AR,27115,135.57
11268,2025-08-29,183,1,US,4828,19.31
11269,2025-04-17,107,1,CO,43160,172.64
11270,2024-05-27,645,2,US,17175,17.18
11271,2025-10-19,466,1,CO,21536,86.14
11272,2024-01-08,641,1,CL,28911,115.64
11273,2024-09-23,700,1,ES,2953,11.81
11274,2025-05-11,426,2,ES,30222,30.22
11275,2025-06-14,306,1,ES,43779,175.12
11276,2024-09-12,122,1,MX,3144,12.58
11277,2025-05-22,549,4,BR,23047,276.56
11278,2025-09-13,294,2,CO,8458,8.46
11279,2024-09-19,372,1,CL,49707,198.83
11280,2025-07-08,550,1,CL,1113,4.45
11281,2025-11-10,194,5,CL,16373,81.86
11282,2024-11-12,111,2,CO,23224,23.22
11283,2024-11-14,418,1,US,6568,26.27
11284,2024-04-15,661,4,CO,7257,87.08
11285,2024-02-03,670,1,CO,30408,121.63
11286,2024-08-15,582,3,CO,5310,37.17
11287,2025-10-06,174,4,ES,42847,514.16
11288,2024-08-28,964,4,ES,16510,198.12
11289,2024-10-15,574,5,CO,637,3.19
11290,2025-11-21,102,1,MX,4915,19.66
11291,2024-05-18,908,2,MX,45798,45.8
11292,2024-04-17,937,1,CO,32992,131.97
11293,2024-12-12,200,4,ES,394,4.73
11294,2025-08-27,99,3,US,17887,125.21
11295,2025-05-14,584,5,US,1018,5.09
11296,2025-06-22,3,3,AR,49690,347.83
11297,2025-07-04,610,3,BR,37204,260.43
11298,2025-10-12,46,4,US,6449,77.39
11299,2025-09-11,633,4,US,36528,438.34
11300,2026-02-05,303,1,CO,37130,148.52
11301,2024-09-07,476,2,US,8406,8.41
11302,2025-03-01,656,1,MX,8586,34.34
11303,2025-06-21,15,5,BR,36153,180.77
11304,2025-01-29,328,2,MX,2967,2.97
11305,2024-01-14,568,1,ES,35735,142.94
11306,2024-01-27,686,4,CL,34551,414.61
11307,2026-02-25,565,2,AR,45909,45.91
11308,2024-09-10,1,1,BR,29988,119.95
11309,2025-07-04,158,2,MX,34433,34.43
11310,2026-01-23,491,3,CL,47584,333.09
11311,2025-11-02,868,3,AR,49629,347.4
11312,2024-07-14,11,2,AR,35646,35.65
11313,2024-03-05,922,4,ES,48461,581.53
11314,2024-06-23,963,1,CL,46473,185.89
11315,2025-08-27,479,2,CO,25763,25.76
11316,2024-06-20,116,2,AR,22932,22.93
11317,2025-12-14,70,5,ES,3999,20.0
11318,2025-04-01,3,4,CO,8415,100.98
11319,2025-04-10,752,1,CO,11022,44.09
11320,2025-12-12,609,1,CL,10237,40.95
11321,2025-11-09,573,2,US,35354,35.35
11322,2026-02-26,873,1,ES,11076,44.3
11323,2025-12-21,904,2,ES,38282,38.28
11324,2026-02-28,918,3,ES,32037,224.26
11325,2025-10-22,671,1,US,23112,92.45
11326,2025-09-15,91,1,BR,49020,196.08
11327,2024-08-23,963,1,US,34471,137.88
11328,2025-05-31,357,2,BR,33881,33.88
11329,2025-10-27,227,1,CO,14226,56.9
11330,2025-10-25,529,4,AR,28586,343.03
11331,2024-03-24,679,2,US,21148,21.15
11332,2025-07-22,500,2,AR,45857,45.86
11333,2025-10-13,154,2,AR,17917,17.92
11334,2026-01-06,600,3,CL,3842,26.89
11335,2026-03-19,897,3,CL,40058,280.41
11336,2024-10-31,67,2,ES,21579,21.58
11337,2025-10-04,675,1,AR,12361,49.44
11338,2025-04-20,611,4,ES,40413,484.96
11339,2025-11-29,749,3,US,21615,151.31
11340,2024-09-26,945,2,CL,4755,4.75
11341,2025-07-29,976,3,AR,31112,217.78
11342,2025-10-03,166,2,US,33922,33.92
11343,2024-11-04,549,3,US,38563,269.94
11344,2024-09-20,44,4,ES,11523,138.28
11345,2025-03-06,189,2,CL,33966,33.97
11346,2025-02-11,355,3,CL,1549,10.84
11347,2025-05-20,673,1,AR,3757,15.03
11348,2025-07-24,654,3,US,30038,210.27
11349,2024-01-22,83,2,MX,18792,18.79
11350,2024-08-03,988,4,CO,21189,254.27
11351,2025-04-02,330,3,CO,40529,283.7
11352,2024-05-11,339,1,CL,45811,183.24
11353,2026-02-16,383,5,MX,32882,164.41
11354,2024-01-26,720,3,US,27910,195.37
11355,2025-09-06,747,1,AR,22346,89.38
11356,2025-12-12,669,2,BR,13932,13.93
11357,2025-01-24,878,1,CO,12370,49.48
11358,2024-10-27,636,3,CO,18806,131.64
11359,2026-03-14,496,3,AR,8974,62.82
11360,2024-12-19,119,2,AR,25865,25.87
11361,2025-10-28,460,5,US,45608,228.04
11362,2024-10-02,800,2,ES,23662,23.66
11363,2025-04-29,706,2,BR,18926,18.93
11364,2025-06-29,491,2,MX,25419,25.42
11365,2024-09-05,976,5,AR,45070,225.35
11366,2025-06-28,218,1,BR,43967,175.87
11367,2025-07-03,618,1,ES,6292,25.17
11368,2026-03-14,691,1,CO,45371,181.48
11369,2025-03-03,256,1,MX,20245,80.98
11370,2025-10-04,789,3,ES,1041,7.29
11371,2024-09-27,911,4,AR,44530,534.36
11372,2024-06-06,161,1,US,37040,148.16
11373,2025-05-03,897,1,BR,14177,56.71
11374,2026-03-06,846,2,ES,42860,42.86
11375,2026-02-07,192,5,CL,31568,157.84
11376,2025-01-22,353,5,US,47788,238.94
11377,2024-12-31,356,1,ES,27207,108.83
11378,2025-07-24,332,5,ES,23698,118.49
11379,2024-01-26,743,5,CL,25299,126.5
11380,2024-09-30,991,2,ES,11097,11.1
11381,2025-11-04,411,1,ES,31096,124.38
11382,2024-04-24,230,1,AR,11618,46.47
11383,2024-12-17,361,1,CO,17468,69.87
11384,2024-12-14,869,1,US,29245,116.98
11385,2025-09-28,522,1,ES,17500,70.0
11386,2025-10-12,642,5,US,18963,94.81
11387,2025-04-11,7,1,AR,45282,181.13
11388,2025-12-16,319,2,US,43770,43.77
11389,2026-02-02,395,1,BR,31713,126.85
11390,2024-02-11,438,3,US,42617,298.32
11391,2024-04-18,874,1,AR,38801,155.2
11392,2025-02-07,664,1,ES,42366,169.46
11393,2025-03-27,877,5,CO,40525,202.62
11394,2024-12-22,334,2,BR,11776,11.78
11395,2025-08-11,538,5,CO,12614,63.07
11396,2024-09-09,906,5,BR,19027,95.14
11397,2024-03-19,631,3,MX,30378,212.65
11398,2026-01-06,90,1,AR,7174,28.7
11399,2025-12-31,711,2,CO,30297,30.3
11400,2024-10-28,964,4,MX,3481,41.77
11401,2024-09-27,559,3,AR,38971,272.8
11402,2025-06-16,340,3,MX,6611,46.28
11403,2024-09-21,229,3,ES,17880,125.16
11404,2025-04-26,259,5,BR,41772,208.86
11405,2024-11-09,795,2,CO,33967,33.97
11406,2025-06-30,597,1,ES,27488,109.95
11407,2024-03-24,401,3,AR,46015,322.11
11408,2025-06-23,682,2,MX,25206,25.21
11409,2024-11-10,991,3,ES,44264,309.85
11410,2024-02-27,553,1,AR,40621,162.48
11411,2025-02-28,650,1,CO,4513,18.05
11412,2025-12-11,458,4,CO,2477,29.72
11413,2025-10-17,808,1,US,12795,51.18
11414,2025-11-10,67,1,MX,1400,5.6
11415,2025-01-14,327,3,MX,19707,137.95
11416,2024-03-04,144,5,CL,34933,174.66
11417,2026-02-09,952,1,US,40809,163.24
11418,2025-01-11,551,4,MX,27851,334.21
11419,2025-08-09,329,2,CL,6265,6.27
11420,2025-10-17,175,2,AR,14986,14.99
11421,2024-02-05,508,2,MX,13843,13.84
11422,2024-04-21,801,2,CO,15944,15.94
11423,2024-12-22,596,5,AR,11309,56.55
11424,2026-01-24,242,4,US,21581,258.97
11425,2025-08-19,735,1,BR,24333,97.33
11426,2025-12-10,529,1,CO,11970,47.88
11427,2024-10-22,356,1,MX,5183,20.73
11428,2024-04-14,785,2,BR,45939,45.94
11429,2025-04-21,277,4,US,6829,81.95
11430,2026-03-13,290,2,ES,27078,27.08
11431,2024-07-24,138,2,AR,10183,10.18
11432,2024-07-29,103,2,CO,2282,2.28
11433,2024-05-12,538,3,AR,25025,175.18
11434,2024-01-03,800,3,MX,25519,178.63
11435,2024-08-25,851,1,BR,13707,54.83
11436,2024-10-13,697,2,BR,42669,42.67
11437,2026-02-04,385,5,BR,16198,80.99
11438,2026-01-11,376,2,AR,46653,46.65
11439,2025-02-17,654,1,CL,35966,143.86
11440,2025-11-10,966,2,CL,11310,11.31
11441,2024-12-04,155,1,CO,47420,189.68
11442,2024-03-31,276,3,CO,15026,105.18
11443,2024-12-25,875,5,MX,8665,43.33
11444,2025-10-27,203,3,ES,24076,168.53
11445,2024-02-14,270,3,CL,43295,303.06
11446,2024-11-15,549,2,MX,3461,3.46
11447,2025-10-10,905,4,CL,47444,569.33
11448,2024-09-08,342,1,MX,10177,40.71
11449,2024-06-21,263,1,US,47566,190.26
11450,2025-01-03,823,4,BR,3079,36.95
11451,2026-02-21,416,5,AR,14890,74.45
11452,2025-09-19,18,1,US,43093,172.37
11453,2025-06-27,935,3,MX,23941,167.59
11454,2025-10-11,170,1,AR,33299,133.2
11455,2025-05-18,37,4,MX,36958,443.5
11456,2026-03-24,925,5,CO,14876,74.38
11457,2024-08-12,343,2,US,26435,26.44
11458,2024-09-02,522,2,ES,4248,4.25
11459,2025-06-22,789,1,US,13855,55.42
11460,2025-09-19,578,4,US,34825,417.9
11461,2026-03-20,399,2,AR,2970,2.97
11462,2024-12-19,734,2,CO,13764,13.76
11463,2024-07-26,930,2,MX,40977,40.98
11464,2026-01-22,993,1,CO,25548,102.19
11465,2024-01-01,592,3,AR,20021,140.15
11466,2024-09-14,467,5,US,1818,9.09
11467,2024-04-15,466,4,AR,21933,263.2
11468,2025-02-26,696,4,US,21283,255.4
11469,2025-06-12,610,4,CO,49094,589.13
11470,2024-02-09,662,2,ES,26111,26.11
11471,2025-08-27,509,4,CO,46745,560.94
11472,2025-12-30,137,1,BR,19070,76.28
11473,2024-07-05,44,1,AR,4114,16.46
11474,2025-02-12,245,3,ES,6983,48.88
11475,2024-02-08,847,2,ES,30858,30.86
11476,2024-04-13,757,4,MX,49828,597.94
11477,2024-09-04,349,2,CL,44117,44.12
11478,2026-03-27,823,1,US,47203,188.81
11479,2024-05-30,854,1,CL,10191,40.76
11480,2025-07-14,408,1,CL,9564,38.26
11481,2024-08-09,162,2,CO,49924,49.92
11482,2024-05-03,277,1,CL,8724,34.9
11483,2025-10-13,295,5,US,9036,45.18
11484,2024-05-29,268,3,BR,11294,79.06
11485,2024-10-21,246,1,BR,45408,181.63
11486,2024-05-14,793,3,AR,1884,13.19
11487,2024-04-08,196,1,ES,39657,158.63
11488,2024-06-24,558,3,BR,17451,122.16
11489,2025-11-09,242,1,CO,38507,154.03
11490,2025-05-15,581,1,BR,22097,88.39
11491,2024-08-23,778,1,US,25045,100.18
11492,2024-04-29,652,5,MX,12145,60.73
11493,2025-08-25,288,5,CO,34142,170.71
11494,2024-10-08,418,3,CL,24731,173.12
11495,2024-10-19,58,5,ES,49489,247.44
11496,2025-09-02,890,2,ES,23883,23.88
11497,2024-08-08,385,1,US,327,1.31
11498,2025-07-19,194,1,MX,2704,10.82
11499,2025-09-03,56,2,BR,24788,24.79
11500,2024-02-26,132,2,BR,8094,8.09
11501,2026-01-08,993,1,MX,47550,190.2
11502,2024-06-16,432,1,CO,13063,52.25
11503,2025-03-15,192,2,US,21153,21.15
11504,2025-09-04,685,2,MX,46479,46.48
11505,2025-04-06,886,2,ES,47697,47.7
11506,2026-01-29,187,3,BR,33028,231.2
11507,2024-06-08,66,1,BR,39028,156.11
11508,2024-06-12,170,1,BR,34839,139.36
11509,2024-08-16,202,2,CL,5520,5.52
11510,2024-07-20,513,5,US,11673,58.37
11511,2026-01-09,168,1,ES,1931,7.72
11512,2025-01-29,149,2,AR,38170,38.17
11513,2025-12-23,299,5,CL,2876,14.38
11514,2026-01-06,704,1,US,19714,78.86
11515,2024-03-17,176,1,BR,12258,49.03
11516,2025-08-27,159,1,US,25519,102.08
11517,2025-03-29,692,1,CO,42372,169.49
11518,2025-08-03,226,2,BR,45800,45.8
11519,2025-10-21,357,1,MX,10341,41.36
11520,2025-12-11,989,3,BR,12985,90.89
11521,2025-10-20,978,2,AR,23195,23.2
11522,2024-07-20,880,1,CL,47771,191.08
11523,2024-08-27,213,3,MX,33422,233.95
11524,2025-10-21,966,2,CL,41003,41.0
11525,2024-03-22,749,5,ES,1517,7.58
11526,2024-12-14,249,4,ES,41978,503.74
11527,2026-02-01,275,1,MX,23785,95.14
11528,2025-08-07,354,1,CO,12235,48.94
11529,2024-12-19,829,5,BR,14845,74.23
11530,2024-07-05,759,3,BR,1018,7.13
